"model","impute","tag","setting","dataset","corpus","ml_algo","n","seed","timespan","cutoff","ppmi","method","TrainRsquared","TrainSpearman"
"plus","python","Tagged","Aware","all","coha","elastic",210,1991,10,"500","RAW","glmnet",0.141316237057154,0.351493195875602
"norm","python","Tagged","Aware","reddy","coha","elastic",89,1001,20,"0","RAW","glmnet",0.510728397974644,0.671511644983143
"plus","python","Tagged","Aware","reddy","coha","elastic",89,1001,20,"0","RAW","glmnet",0.501162286264323,0.662464025935524
"norm","python","Tagged","Aware","reddy","coha","elastic",89,1111,20,"0","RAW","glmnet",0.495591700684104,0.611818181818182
"plus","python","Tagged","Aware","reddy","coha","elastic",89,1111,20,"0","RAW","glmnet",0.450747127590016,0.587056277056277
"norm","python","Tagged","Aware","reddy","coha","elastic",89,1221,20,"0","RAW","glmnet",0.517051648039682,0.640195563387663
"plus","python","Tagged","Aware","reddy","coha","elastic",89,1221,20,"0","RAW","glmnet",0.480574418637044,0.63637226853676
"norm","python","Tagged","Aware","reddy","coha","elastic",89,1331,20,"0","RAW","glmnet",0.506061657852447,0.670913538977187
"plus","python","Tagged","Aware","reddy","coha","elastic",89,1331,20,"0","RAW","glmnet",0.509541189881966,0.699253263601421
"norm","python","Tagged","Aware","reddy","coha","elastic",89,1441,20,"0","RAW","glmnet",0.466653107628457,0.687424242424242
"plus","python","Tagged","Aware","reddy","coha","elastic",89,1441,20,"0","RAW","glmnet",0.48030764136886,0.673030303030303
"norm","python","Tagged","Aware","reddy","coha","elastic",89,1551,20,"0","RAW","glmnet",0.464593594056297,0.692330176077445
"plus","python","Tagged","Aware","reddy","coha","elastic",89,1551,20,"0","RAW","glmnet",0.483249723567529,0.673996842744112
"norm","python","Tagged","Aware","reddy","coha","elastic",89,1661,20,"0","RAW","glmnet",0.464068388263444,0.62986989960341
"plus","python","Tagged","Aware","reddy","coha","elastic",89,1661,20,"0","RAW","glmnet",0.466318574045661,0.621822497904744
"norm","python","Tagged","Aware","reddy","coha","elastic",89,1771,20,"0","RAW","glmnet",0.529351081783954,0.654242424242424
"plus","python","Tagged","Aware","reddy","coha","elastic",89,1771,20,"0","RAW","glmnet",0.488862389021237,0.668722943722944
"norm","python","Tagged","Aware","reddy","coha","elastic",89,1881,20,"0","RAW","glmnet",0.476356473128973,0.638160173160173
"plus","python","Tagged","Aware","reddy","coha","elastic",89,1881,20,"0","RAW","glmnet",0.49512416647685,0.646883116883117
"norm","python","Tagged","Aware","reddy","coha","elastic",89,1991,20,"0","RAW","glmnet",0.500293483630805,0.586523476523477
"plus","python","Tagged","Aware","reddy","coha","elastic",89,1991,20,"0","RAW","glmnet",0.448517498140854,0.606986346986347
"norm","python","Tagged","Aware","all","coha","elastic",211,1001,20,"0","RAW","glmnet",0.297617185410056,0.527846115094926
"plus","python","Tagged","Aware","all","coha","elastic",210,1001,20,"0","RAW","glmnet",0.323116014172396,0.546318425105777
"norm","python","Tagged","Aware","all","coha","elastic",211,1111,20,"0","RAW","glmnet",0.286046790409577,0.538476598916982
"plus","python","Tagged","Aware","all","coha","elastic",210,1111,20,"0","RAW","glmnet",0.322026390713014,0.546497030667743
"norm","python","Tagged","Aware","all","coha","elastic",211,1221,20,"0","RAW","glmnet",0.316726644648852,0.550778536991945
"plus","python","Tagged","Aware","all","coha","elastic",210,1221,20,"0","RAW","glmnet",0.302558117983034,0.548458982330288
