"model","impute","tag","setting","dataset","corpus","ml_algo","n","seed","timespan","cutoff","ppmi","method","TrainRsquared","TrainSpearman"
"norm","python","UnTagged","Agnostic","reddy","coha","elastic",89,1881,10,"100","RAW","glmnet",0.513621768296604,0.706017316017316
"plus","python","UnTagged","Agnostic","reddy","coha","elastic",89,1881,10,"100","RAW","glmnet",0.525729478209554,0.72025974025974
"norm","python","UnTagged","Agnostic","reddy","coha","elastic",89,1991,10,"100","RAW","glmnet",0.52117241409553,0.704277389277389
"plus","python","UnTagged","Agnostic","reddy","coha","elastic",89,1991,10,"100","RAW","glmnet",0.496060570006114,0.704277389277389
"norm","python","UnTagged","Agnostic","all","coha","elastic",211,1001,10,"100","RAW","glmnet",0.333017206296858,0.50797349512886
"plus","python","UnTagged","Agnostic","all","coha","elastic",210,1001,10,"100","RAW","glmnet",0.306888971533305,0.52757454102703
"norm","python","UnTagged","Agnostic","all","coha","elastic",211,1111,10,"100","RAW","glmnet",0.32513896890847,0.538109529434055
"plus","python","UnTagged","Agnostic","all","coha","elastic",210,1111,10,"100","RAW","glmnet",0.326118968686135,0.52813727374101
"norm","python","UnTagged","Agnostic","all","coha","elastic",211,1221,10,"100","RAW","glmnet",0.324087398446586,0.559584993897888
"plus","python","UnTagged","Agnostic","all","coha","elastic",210,1221,10,"100","RAW","glmnet",0.31884489515453,0.513141697225676
"norm","python","UnTagged","Agnostic","all","coha","elastic",211,1331,10,"100","RAW","glmnet",0.31921463133166,0.54607301923314
"plus","python","UnTagged","Agnostic","all","coha","elastic",210,1331,10,"100","RAW","glmnet",0.329169681816481,0.550558149408231
"norm","python","UnTagged","Agnostic","all","coha","elastic",211,1441,10,"100","RAW","glmnet",0.342413082134948,0.565809394493105
"plus","python","UnTagged","Agnostic","all","coha","elastic",210,1441,10,"100","RAW","glmnet",0.325581304783539,0.561041732161325
"norm","python","UnTagged","Agnostic","all","coha","elastic",211,1551,10,"100","RAW","glmnet",0.3286287276221,0.532256930499745
"plus","python","UnTagged","Agnostic","all","coha","elastic",210,1551,10,"100","RAW","glmnet",0.328203828334896,0.571879749299203
"norm","python","UnTagged","Agnostic","all","coha","elastic",211,1661,10,"100","RAW","glmnet",0.316082378299148,0.566684392607423
"plus","python","UnTagged","Agnostic","all","coha","elastic",210,1661,10,"100","RAW","glmnet",0.329811361871974,0.573825716092519
"norm","python","UnTagged","Agnostic","all","coha","elastic",211,1771,10,"100","RAW","glmnet",0.317491787977901,0.557071686908676
"plus","python","UnTagged","Agnostic","all","coha","elastic",210,1771,10,"100","RAW","glmnet",0.320852472063265,0.544171749359389
